Filename,Speaker,Gender,Word,Word_beg,Word_end,Word_dur_ms,SyllPos,SyllStr,SyllIPA,Stress,Begin,End,Duration_in_ms,Max_dB,Min_dB,Mean_dB,Centre_mean_dB,MaxF0Hz,MinF0Hz,MeanF0,Centre_MeanF0,Language,SuffixCase,WordForm,LatinScript,Gloss,WordClass,StressedSyll,NounGender,Declension,StressShift,ShiftDirect,AttestedInCS,HasPause,HasGeminates,NormDur,NormInt,NormF0,NormMax_dB,NormMin_dB,NormMaxFOHz,NormMinFOHz,SyllType
Speaker_1_male,Speaker_1,male,вечерa,1.8893752896895384,2.4995257013598886,610.1504116703504,s1,cv,vʲɛ,unstressed,1.8893752896895384,2.044858134212034,155.48284452249584,74.98599023105072,63.36244929885287,69.66891930296596,69.9558466450747,117.94501777565652,102.48061042356133,110.45141920183515,112.27203953943248,Rus,GEN,inflected,vechera,evening.ACC,Noun,1,m,2,yes,forward,yes,NA,NA,-1.0863796440024178,0.5003048034342571,-0.8104570947183325,0.2808510940996834,0.8611553563614401,-0.8722671116909027,-0.7276496963306306,non_heavy
Speaker_1_male,Speaker_1,male,вечерa,1.8893752896895384,2.4995257013598886,610.1504116703504,s2,cv,ʧʲɪ,unstressed,2.044858134212034,2.238501059908073,193.642925696039,78.9785997647388,54.50159930173698,69.06715574942764,69.5647687047639,134.5442548372237,105.78469042787755,119.9122666683785,132.1938115430081,Rus,GEN,inflected,vechera,evening.ACC,Noun,1,m,2,yes,forward,yes,,,-0.5834600242919682,0.3971769222965858,-0.6455048025491221,1.0752994864744108,-0.081407434647791,-0.6239983827205681,-0.665235582318619,non_heavy
Speaker_1_male,Speaker_1,male,вечерa,1.8893752896895384,2.4995257013598886,610.1504116703504,s3,cv,ra,stressed,2.238501059908073,2.4995257013598886,261.0246414518156,82.42306631484566,62.21203960052293,77.37106021093676,81.11553083407384,158.85675082207482,114.03170346059693,135.30754057252486,134.50084575302895,Rus,GEN,inflected,vechera,evening.ACC,Noun,1,m,2,yes,forward,yes,,,0.3045775747167959,1.8202675485894908,-0.37708426960614655,1.7606785324922614,0.7387818395526804,-0.2603652558565147,-0.509449399474897,non_heavy
Speaker_1_male,Speaker_1,male,олжаның,8.478645312422719,9.15574088978255,677.0955773598306,s1,vc,ol,NA,8.478645312422719,8.669182138947674,190.53682652495496,79.91223419647238,68.53380890699088,77.63607422394443,79.0891446995315,129.2106468283745,111.47316521453874,117.96414989958585,115.0118364127969,Kaz,GEN,inflected,oljanyń,trophy.GEN,Noun,NA,NA,NA,NA,NA,NA,NA,NA,-0.6243959491082801,1.8656846122726807,-0.6794707160216742,1.2610738195510751,1.4112528241151556,-0.7037712106084762,-0.557780220031591,non_heavy
Speaker_1_male,Speaker_1,male,олжаның,8.478645312422719,9.15574088978255,677.0955773598306,s2,cv,ʒɑ,NA,8.669182138947674,8.915570416494674,246.3882775470001,79.2464106891179,72.59068251463403,75.54117693197793,74.92024923005303,118.48326706520108,112.45081127359856,115.66350048323727,115.45099148902773,Kaz,GEN,inflected,oljanyń,trophy.GEN,Noun,NA,NA,NA,NA,NA,NA,NA,NA,0.11168190095033141,1.5066693185560036,-0.7195831262519924,1.1285884335998826,1.842798117358629,-0.8642167135618337,-0.5393124733324062,non_heavy
Speaker_1_male,Speaker_1,male,олжаның,8.478645312422719,9.15574088978255,677.0955773598306,s3,cvc,nəŋ,NA,8.915570416494674,9.155324937127306,239.75452063263168,76.26242479514421,67.61130469706102,74.49064260272563,75.47043668625027,151.64799218971183,112.0846775553651,131.75450082365407,133.92720297053248,Kaz,GEN,inflected,oljanyń,trophy.GEN,Noun,NA,NA,NA,NA,NA,NA,NA,NA,0.024254243512883803,1.3266328593833798,-0.43903242518281443,0.5348357071351821,1.313122493152293,-0.3681840270730826,-0.5462287440049118,heavy
Speaker_1_male,Speaker_1,male,шекелер,13.50822726313721,14.150535130875442,642.3078677382321,s1,cv,ʃie,NA,13.50822726313721,13.757676868725872,249.4496055886621,76.43726772503396,56.657660143342326,68.48179077120793,69.38395729244544,135.0109752842969,128.15429854249075,132.3883808311771,134.84383773348992,Kaz,PLURAL,inflected,shekeler,forehead.Pl,Noun,NA,NA,NA,NA,NA,NA,NA,NA,0.15202777777171053,0.2968593647757908,-0.4279805653392942,0.5696259072278742,0.14794107312637425,-0.6170178153758425,-0.24267339573548052,non_heavy
Speaker_1_male,Speaker_1,male,шекелер,13.50822726313721,14.150535130875442,642.3078677382321,s2,cv,kie,NA,13.757676868725872,13.923753263050855,166.07639432498365,82.80379595107242,47.74518841494884,68.43548417926354,67.8141258628902,136.5275641424453,121.69093662830693,131.21504797235826,136.33477634167855,Kaz,PLURAL,inflected,shekeler,forehead.Pl,Noun,NA,NA,NA,NA,NA,NA,NA,NA,-0.9467650552959179,0.28892352239741514,-0.44843792343792693,1.836436015130531,-0.8001129205468872,-0.5943347494742869,-0.3647663858827476,non_heavy
Speaker_1_male,Speaker_1,male,шекелер,13.50822726313721,14.150535130875442,642.3078677382321,s3,cvc,lier,NA,13.923753263050855,14.150535130875442,226.7818678245863,79.86032577076786,63.08315171101813,76.17164605307077,78.64443589289381,121.69093662830693,105.29916557030502,108.82864314641455,108.0159841740757,Kaz,PLURAL,inflected,shekeler,forehead.Pl,Noun,NA,NA,NA,NA,NA,NA,NA,NA,-0.14671503685073317,1.6147166474424557,-0.8387506097512663,1.2507450946898764,0.8314453946763484,-0.8162407709064348,-0.6744071531572824,heavy
Speaker_1_male,Speaker_1,male,сөрелер,18.79226829447333,19.41998791659107,627.7196221177377,s1,cv,sɵ,NA,18.79226829447333,19.07007191749017,277.80362301684033,83.05710170136564,52.45126397565663,69.66797153522177,69.04920530076211,139.93589698001605,132.12643755792863,133.73781747434435,134.6335613697788,Kaz,PLURAL,inflected,sóreler,shelf.Pl,Noun,NA,NA,NA,NA,NA,NA,NA,NA,0.525711250754712,0.5001423787099702,-0.40445279277825,1.8868387265406388,-0.2995095115460736,-0.5433575594773598,-0.167639638363614,non_heavy
