file,time,word,vowel,stress,duration,F1,F2,F3,syllables,Language,WordForm,LatinScript,Gloss,VowelHeight,VowelBackness,Norm_F1,Norm_F2,Speaker,Gender
Speaker_3_male,348.95834144277137,аспанның,ɑ,NA,0.07732628042447232,693.3957772098147,1047.2427958844914,2335.7563510127356,s2,Kaz,inflected,aspannyń,sky.GEN,non-high,back,1.826346710328343,-1.0887638683202003,Speaker_3,male
Speaker_3_male,349.12692899167837,аспанның,ə,NA,0.0756675495230752,428.77433311791793,1069.8869614375394,2158.343139696633,s3,Kaz,inflected,aspannyń,sky.GEN,non-high,back,-0.3028412807598891,-1.0198191187523922,Speaker_3,male
Speaker_4_female,334.65883733273824,аспанның,ɑ,NA,0.13231147908055618,987.9318461330506,1611.7043673378514,3002.9465080053155,s1,Kaz,inflected,aspannyń,sky.GEN,non-high,back,1.8817547820761056,-0.21957124308257459,Speaker_4,female
Speaker_4_female,334.99348379549537,аспанның,ɑ,NA,0.08102789089411999,831.1899262500157,1409.970651873408,3115.0585472357,s2,Kaz,inflected,aspannyń,sky.GEN,non-high,back,1.1297780222171991,-0.663080559243364,Speaker_4,female
Speaker_4_female,335.2327055408251,аспанның,ə,NA,0.06231720352548109,676.2544098726705,1433.61789768262,3601.913649590299,s3,Kaz,inflected,aspannyń,sky.GEN,non-high,back,0.38646756845062585,-0.6110923539313066,Speaker_4,female
Speaker_1_male_additional,268.318776245585,бала,ɑ,NA,0.11818361315204128,654.2173486231065,981.2305072484902,2869.103830317014,s1,Kaz,uninflected,bala,child,non-high,back,1.802005322111713,-1.158741874318502,Speaker_1,male
Speaker_1_male_additional,268.5340975058108,бала,ɑ,NA,0.12710545408924645,510.88604834798525,1170.500986341253,2844.229632355293,s2,Kaz,uninflected,bala,child,non-high,back,0.5877650367371119,-0.7237359255768596,Speaker_1,male
Speaker_2_female_additional,257.49006340685537,бала,ɑ,NA,0.10025484805538554,757.2031318219849,1103.0922609309457,1464.5278071879625,s1,Kaz,uninflected,bala,child,non-high,back,1.496537385208408,-0.5428852870310392,Speaker_2,female
Speaker_2_female_additional,257.71148933801464,бала,ɑ,NA,0.16406098347971465,738.8918870817416,1143.6486749195683,1233.2844718064691,s2,Kaz,uninflected,bala,child,non-high,back,1.366538209109767,-0.4681567547429869,Speaker_2,female
Speaker_3_male_additional,303.2567445463704,бала,ɑ,NA,0.09724675142717842,625.6160681348233,1018.4783372394904,2481.17872706408,s1,Kaz,uninflected,bala,child,non-high,back,1.3762698575193142,-1.0917375111099266,Speaker_3,male
Speaker_3_male_additional,303.45389276017215,бала,ɑ,NA,0.13360218396496748,586.8614404167269,1208.9628103261778,2412.0955307091604,s2,Kaz,uninflected,bala,child,non-high,back,1.046096980063506,-0.5613267662698737,Speaker_3,male
Speaker_4_female_additional,32.75527302050638,бала,ɑ,NA,0.13141190378289735,756.2761362289655,1434.3652334187882,3021.557867998426,s1,Kaz,uninflected,bala,child,non-high,back,0.7200830453137759,-0.7679699891445355,Speaker_4,female
Speaker_4_female_additional,33.05457823520326,бала,ɑ,NA,0.1993685502819176,918.3116294888824,1734.7502192313943,3061.545351895821,s2,Kaz,uninflected,bala,child,non-high,back,1.5512037732124528,-0.11292625717905623,Speaker_4,female
Speaker_1_male,451.3663500332136,баланы,ɑ,NA,0.09274018737562528,631.1516830130573,971.4109577352706,2806.412413273981,s1,Kaz,inflected,balany,child.ACC,non-high,back,1.0442442641682188,-1.2426409791034376,Speaker_1,male
Speaker_1_male,451.5222910323229,баланы,ɑ,NA,0.08240124497706347,643.27440052799,1152.7774088778278,2607.318327517035,s2,Kaz,inflected,balany,child.ACC,non-high,back,1.1255906811025387,-0.7871785317393282,Speaker_1,male
Speaker_1_male,451.7134135340132,баланы,ə,NA,0.1405346847813007,519.0113518412231,1468.1170082140573,3055.3083297535163,s3,Kaz,inflected,balany,child.ACC,non-high,back,0.2917550534429777,0.004728376951324101,Speaker_1,male
Speaker_2_female,417.7345791553387,баланы,ɑ,NA,0.1320592932926843,810.3614863577014,1175.420049096265,1411.786514519791,s1,Kaz,inflected,balany,child.ACC,non-high,back,1.5300345859828512,-0.6262194389117098,Speaker_2,female
Speaker_2_female,417.9552624922492,баланы,ɑ,NA,0.1455277398527528,842.3346526227912,1371.7614139462623,1427.9935141976111,s2,Kaz,inflected,balany,child.ACC,non-high,back,1.7270620053040402,-0.2443137486776909,Speaker_2,female
Speaker_2_female,418.20454413564926,баланы,ə,NA,0.1198582760856084,750.679930086365,1625.041429681426,3390.845385247029,s3,Kaz,inflected,balany,child.ACC,non-high,back,1.1622604682830089,0.24834392081401746,Speaker_2,female
Speaker_3_male,478.4859463337875,баланы,ɑ,NA,0.1079190990452048,619.0412003865773,1002.6832987301224,2382.7502818558455,s1,Kaz,inflected,balany,child.ACC,non-high,back,1.2280774634886749,-1.2244342848333813,Speaker_3,male
Speaker_3_male,478.648860992909,баланы,ɑ,NA,0.08853233007783956,638.1585555019979,1132.182491447187,2509.9946713967984,s2,Kaz,inflected,balany,child.ACC,non-high,back,1.3818988707930162,-0.8301477570213822,Speaker_3,male
Speaker_3_male,478.80818667803777,баланы,ə,NA,0.0825062052051635,416.1362991750995,1322.34534346312,2462.368573203906,s3,Kaz,inflected,balany,child.ACC,non-high,back,-0.40452899618430377,-0.25115842846235575,Speaker_3,male
Speaker_4_female,68.9054737443263,баланы,ɑ,NA,0.08631604039297258,819.3650039042707,1282.7620536781608,3096.5608107123526,s1,Kaz,inflected,balany,child.ACC,non-high,back,1.073047399051603,-0.9427472389823329,Speaker_4,female
Speaker_4_female,69.07449892994569,баланы,ɑ,NA,0.11673509705080676,688.0644968353973,1265.7244395322775,1879.9018563828104,s2,Kaz,inflected,balany,child.ACC,non-high,back,0.4431270181658673,-0.9802042430406551,Speaker_4,female
Speaker_4_female,69.29904232250811,баланы,ə,NA,0.1730426144517878,867.2477683352121,1653.7255037631598,3334.7331922490653,s3,Kaz,inflected,balany,child.ACC,non-high,back,1.3027672217814497,-0.12718824484461957,Speaker_4,female
Speaker_1_male,383.7552291657896,болезньдер,ie,NA,0.10712161847010292,400.17989390554055,1754.2953000916614,2502.1809054523196,s3,CS,inflected,bolezn'der,disease.Pl,high,front,-0.5056332640066372,0.7234029960990612,Speaker_1,male
Speaker_2_female,401.3289611417372,болезньдер,ie,NA,0.05899651281185925,403.67791252523256,2276.43853080952,2607.7072557381794,s3,CS,inflected,bolezn'der,disease.Pl,high,front,-0.9760611309126627,1.5153833941966295,Speaker_2,female
Speaker_3_male,456.5154053733806,болезньдер,ie,NA,0.08722948368506422,370.9319186537557,1575.0562252972536,2316.6705661139877,s3,CS,inflected,bolezn'der,disease.Pl,high,front,-0.7682509329340828,0.5182710486494269,Speaker_3,male
Speaker_4_female,458.4336563971525,болезньдер,ie,NA,0.07133789062504547,468.6301658489565,1918.8230658051891,2848.996328400478,s3,CS,inflected,bolezn'der,disease.Pl,high,front,-0.6096195434439766,0.455625779010881,Speaker_4,female
Speaker_1_male,278.88317618847776,борьбаға,ɑ,NA,0.10240735712352488,557.2235841935111,1259.1868619936693,2439.284805752236,s3,CS,inflected,bor'baǵa,fight.DAT,non-high,back,0.548168533431387,-0.5199543034793682,Speaker_1,male
Speaker_3_male,40.23206059709459,борьбаға,ɑ,NA,0.16532608472239474,638.6289061709117,1331.5129383264186,2301.2833908761468,s3,CS,inflected,bor'baǵa,fight.DAT,non-high,back,1.385683390219582,-0.22324582861368608,Speaker_3,male
Speaker_4_female,487.4738990089876,борьбаға,ɑ,NA,0.22174951052795677,857.220336540141,1656.5785740384858,3001.9435853084333,s3,CS,inflected,bor'baǵa,fight.DAT,non-high,back,1.2546601443857501,-0.12091580176858088,Speaker_4,female
Speaker_1_male_additional,279.6613119896979,білім,ɪ,NA,0.0821857229762486,414.8525957491459,1636.949776203299,2440.023016252087,s1,Kaz,uninflected,bilim,knowledge,high,front,-0.22578850436170608,0.34831714548808745,Speaker_1,male
Speaker_1_male_additional,279.82385961221405,білім,ɪ,NA,0.06507939940036067,416.8895236050688,1629.0279190729468,2430.431043142253,s2,Kaz,uninflected,bilim,knowledge,high,front,-0.20853253964000323,0.33011010658110773,Speaker_1,male
